FLIGHT_DATE,year,quarter,month,day,AIRLINE,AIRLINE_CODE,DOT_CODE,FLIGHT_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,SCHEDULED_DEP_TIME,ACTUAL_DEP_TIME,DEP_DELAY,TAXI_TIME_ORIGIN,WHEELS_LEFT_ORIGIN,WHEELS_REACHED_DESTINATION,TAXI_TIME_DESTINATION,SCHEDULED_ARR_TIME,ACTUAL_ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,SCHEDULED_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,IN_AIR_DURATION,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,cancelled_c,diverted_c
2022-03-03,2022,1,Mar,3,Southwest Airlines Co.,WN,19393,845,BNA,"Nashville, TN",ATL,"Atlanta, GA",750,750.0,0.0,16.0,806.0,946.0,5.0,1005,951.0,-14.0,0,Not Cancelled,0,75.0,61.0,40.0,214.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-08,2019,2,May,8,Southwest Airlines Co.,WN,19393,297,SMF,"Sacramento, CA",SEA,"Seattle, WA",1535,1554.0,19.0,7.0,1601.0,1733.0,6.0,1725,1739.0,14.0,0,Not Cancelled,0,110.0,105.0,92.0,605.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-08-22,2022,3,Aug,22,Delta Air Lines Inc.,DL,19790,968,MSP,"Minneapolis, MN",SFO,"San Francisco, CA",2105,2113.0,8.0,12.0,2125.0,2245.0,8.0,2312,2253.0,-19.0,0,Not Cancelled,0,247.0,220.0,200.0,1589.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-10-23,2022,4,Oct,23,Southwest Airlines Co.,WN,19393,2259,DAL,"Dallas, TX",MCI,"Kansas City, MO",830,829.0,-1.0,13.0,842.0,953.0,5.0,1000,958.0,-2.0,0,Not Cancelled,0,90.0,89.0,71.0,461.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-28,2021,2,Jun,28,Delta Air Lines Inc.,DL,19790,2476,ATL,"Atlanta, GA",MIA,"Miami, FL",900,906.0,6.0,10.0,916.0,1053.0,9.0,1052,1102.0,10.0,0,Not Cancelled,0,112.0,116.0,97.0,594.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-07-30,2022,3,Jul,30,SkyWest Airlines Inc.,OO,20304,5350,ORD,"Chicago, IL",LEX,"Lexington, KY",1045,1041.0,-4.0,19.0,1100.0,1249.0,4.0,1310,1253.0,-17.0,0,Not Cancelled,0,85.0,72.0,49.0,323.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-03,2021,2,Jun,3,Allegiant Air,G4,20368,1944,MDW,"Chicago, IL",VPS,"Valparaiso, FL",1058,1050.0,-8.0,9.0,1059.0,1244.0,34.0,1303,1318.0,15.0,0,Not Cancelled,0,125.0,148.0,105.0,782.0,0.0,0.0,15.0,0.0,0.0,No,No
2019-01-04,2019,1,Jan,4,American Airlines Inc.,AA,19805,561,MCO,"Orlando, FL",CLT,"Charlotte, NC",1537,1531.0,-6.0,11.0,1542.0,1701.0,13.0,1720,1714.0,-6.0,0,Not Cancelled,0,103.0,103.0,79.0,468.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-08-18,2022,3,Aug,18,Southwest Airlines Co.,WN,19393,664,OMA,"Omaha, NE",ATL,"Atlanta, GA",1745,1819.0,34.0,9.0,1828.0,2112.0,9.0,2055,2121.0,26.0,0,Not Cancelled,0,130.0,122.0,104.0,821.0,5.0,0.0,0.0,0.0,21.0,No,No
2020-01-09,2020,1,Jan,9,ExpressJet Airlines LLC d/b/a aha!,EV,20366,4017,CLT,"Charlotte, NC",IAH,"Houston, TX",1830,1824.0,-6.0,19.0,1843.0,2017.0,7.0,2030,2024.0,-6.0,0,Not Cancelled,0,180.0,180.0,154.0,912.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-04-12,2022,2,Apr,12,Southwest Airlines Co.,WN,19393,1585,FLL,"Fort Lauderdale, FL",TPA,"Tampa, FL",1920,1921.0,1.0,11.0,1932.0,2007.0,6.0,2025,2013.0,-12.0,0,Not Cancelled,0,65.0,52.0,35.0,197.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-02-25,2020,1,Feb,25,Delta Air Lines Inc.,DL,19790,2079,BOS,"Boston, MA",DTW,"Detroit, MI",545,530.0,-15.0,14.0,544.0,731.0,7.0,806,738.0,-28.0,0,Not Cancelled,0,141.0,128.0,107.0,632.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-01-26,2019,1,Jan,26,Southwest Airlines Co.,WN,19393,3316,ISP,"Islip, NY",PBI,"West Palm Beach/Palm Beach, FL",1835,1830.0,-5.0,7.0,1837.0,2127.0,5.0,2135,2132.0,-3.0,0,Not Cancelled,0,180.0,182.0,170.0,1052.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-12-05,2019,4,Dec,5,SkyWest Airlines Inc.,OO,20304,5126,DLH,"Duluth, MN",ORD,"Chicago, IL",1505,1507.0,2.0,39.0,1546.0,1652.0,16.0,1701,1708.0,7.0,0,Not Cancelled,0,116.0,121.0,66.0,397.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-08-24,2019,3,Aug,24,Republic Airline,YX,20452,3430,EWR,"Newark, NJ",RDU,"Raleigh/Durham, NC",1000,1000.0,0.0,39.0,1039.0,1153.0,6.0,1144,1159.0,15.0,0,Not Cancelled,0,104.0,119.0,74.0,416.0,0.0,0.0,15.0,0.0,0.0,No,No
2019-01-02,2019,1,Jan,2,Allegiant Air,G4,20368,413,PIE,"St. Petersburg, FL",TYS,"Knoxville, TN",2110,2114.0,4.0,10.0,2124.0,2236.0,7.0,2248,2243.0,-5.0,0,Not Cancelled,0,98.0,89.0,72.0,550.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-10-17,2021,4,Oct,17,Delta Air Lines Inc.,DL,19790,898,SEA,"Seattle, WA",ORD,"Chicago, IL",1120,1121.0,1.0,17.0,1138.0,1659.0,12.0,1721,1711.0,-10.0,0,Not Cancelled,0,241.0,230.0,201.0,1721.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-05-13,2023,2,May,13,Delta Air Lines Inc.,DL,19790,1763,SJU,"San Juan, PR",ATL,"Atlanta, GA",700,720.0,20.0,15.0,735.0,1056.0,10.0,1050,1106.0,16.0,0,Not Cancelled,0,230.0,226.0,201.0,1547.0,16.0,0.0,0.0,0.0,0.0,No,No
2021-09-25,2021,3,Sep,25,American Airlines Inc.,AA,19805,1514,DFW,"Dallas/Fort Worth, TX",OMA,"Omaha, NE",1458,1451.0,-7.0,13.0,1504.0,1627.0,5.0,1648,1632.0,-16.0,0,Not Cancelled,0,110.0,101.0,83.0,583.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-25,2019,1,Mar,25,ExpressJet Airlines LLC d/b/a aha!,EV,20366,3985,GRK,"Killeen, TX",IAH,"Houston, TX",540,530.0,-10.0,13.0,543.0,616.0,7.0,645,623.0,-22.0,0,Not Cancelled,0,65.0,53.0,33.0,166.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-08-21,2022,3,Aug,21,American Airlines Inc.,AA,19805,1173,ORD,"Chicago, IL",PIT,"Pittsburgh, PA",2035,2308.0,153.0,17.0,2325.0,125.0,12.0,2257,137.0,160.0,0,Not Cancelled,0,82.0,89.0,60.0,413.0,130.0,0.0,7.0,0.0,23.0,No,No
2022-06-17,2022,2,Jun,17,American Airlines Inc.,AA,19805,523,ORD,"Chicago, IL",DCA,"Washington, DC",606,603.0,-3.0,17.0,620.0,836.0,9.0,855,845.0,-10.0,0,Not Cancelled,0,109.0,102.0,76.0,612.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-07-24,2023,3,Jul,24,JetBlue Airways,B6,20409,1754,SJU,"San Juan, PR",FLL,"Fort Lauderdale, FL",1243,1320.0,37.0,12.0,1332.0,1542.0,4.0,1528,1546.0,18.0,0,Not Cancelled,0,165.0,146.0,130.0,1046.0,3.0,0.0,0.0,0.0,15.0,No,No
2019-03-30,2019,1,Mar,30,American Airlines Inc.,AA,19805,670,DFW,"Dallas/Fort Worth, TX",PHX,"Phoenix, AZ",2035,2054.0,19.0,15.0,2109.0,2118.0,11.0,2115,2129.0,14.0,0,Not Cancelled,0,160.0,155.0,129.0,868.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-06-01,2020,2,Jun,1,Delta Air Lines Inc.,DL,19790,686,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",1330,1314.0,-16.0,11.0,1325.0,2000.0,8.0,2024,2008.0,-16.0,0,Not Cancelled,0,234.0,234.0,215.0,1747.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-12-26,2021,4,Dec,26,Southwest Airlines Co.,WN,19393,1229,PSP,"Palm Springs, CA",OAK,"Oakland, CA",1645,1809.0,84.0,25.0,1834.0,1949.0,4.0,1815,1953.0,98.0,0,Not Cancelled,0,90.0,104.0,75.0,418.0,6.0,0.0,14.0,0.0,78.0,No,No
2022-12-06,2022,4,Dec,6,Southwest Airlines Co.,WN,19393,446,BWI,"Baltimore, MD",PBI,"West Palm Beach/Palm Beach, FL",1105,1100.0,-5.0,13.0,1113.0,1305.0,4.0,1340,1309.0,-31.0,0,Not Cancelled,0,155.0,129.0,112.0,883.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-09-22,2022,3,Sep,22,American Airlines Inc.,AA,19805,1336,DFW,"Dallas/Fort Worth, TX",MCO,"Orlando, FL",2035,2043.0,8.0,15.0,2058.0,3.0,6.0,9,9.0,0.0,0,Not Cancelled,0,154.0,146.0,125.0,985.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-01-20,2021,1,Jan,20,Hawaiian Airlines Inc.,HA,19690,35,PHX,"Phoenix, AZ",HNL,"Honolulu, HI",800,757.0,-3.0,16.0,813.0,1125.0,4.0,1150,1129.0,-21.0,0,Not Cancelled,0,410.0,392.0,372.0,2917.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-11,2019,2,May,11,Delta Air Lines Inc.,DL,19790,522,SFO,"San Francisco, CA",SLC,"Salt Lake City, UT",1314,1305.0,-9.0,9.0,1314.0,1541.0,5.0,1616,1546.0,-30.0,0,Not Cancelled,0,122.0,101.0,87.0,599.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-12-01,2022,4,Dec,1,American Airlines Inc.,AA,19805,1898,CLT,"Charlotte, NC",SAV,"Savannah, GA",1325,1428.0,63.0,19.0,1447.0,1524.0,5.0,1434,1529.0,55.0,0,Not Cancelled,0,69.0,61.0,37.0,213.0,0.0,0.0,0.0,0.0,55.0,No,No
2019-07-20,2019,3,Jul,20,SkyWest Airlines Inc.,OO,20304,2970,ASE,"Aspen, CO",ORD,"Chicago, IL",1216,1215.0,-1.0,26.0,1241.0,1622.0,29.0,1600,1651.0,51.0,0,Not Cancelled,0,164.0,216.0,161.0,1013.0,0.0,0.0,51.0,0.0,0.0,No,No
2021-05-04,2021,2,May,4,Southwest Airlines Co.,WN,19393,4030,LAS,"Las Vegas, NV",AUS,"Austin, TX",1550,1830.0,160.0,15.0,1845.0,2255.0,4.0,2025,2259.0,154.0,0,Not Cancelled,0,155.0,149.0,130.0,1090.0,4.0,0.0,0.0,0.0,150.0,No,No
2021-04-06,2021,2,Apr,6,SkyWest Airlines Inc.,OO,20304,5048,DEN,"Denver, CO",GCC,"Gillette, WY",2015,2044.0,29.0,17.0,2101.0,2147.0,6.0,2134,2153.0,19.0,0,Not Cancelled,0,79.0,69.0,46.0,313.0,19.0,0.0,0.0,0.0,0.0,No,No
2021-05-16,2021,2,May,16,Alaska Airlines Inc.,AS,19930,1382,PSP,"Palm Springs, CA",SEA,"Seattle, WA",835,831.0,-4.0,15.0,846.0,1104.0,22.0,1126,1126.0,0.0,0,Not Cancelled,0,171.0,175.0,138.0,987.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-25,2019,1,Mar,25,ExpressJet Airlines LLC d/b/a aha!,EV,20366,4244,OKC,"Oklahoma City, OK",IAH,"Houston, TX",1410,1407.0,-3.0,17.0,1424.0,1526.0,8.0,1540,1534.0,-6.0,0,Not Cancelled,0,90.0,87.0,62.0,395.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-07-24,2021,3,Jul,24,Endeavor Air Inc.,9E,20363,4680,ATL,"Atlanta, GA",TYS,"Knoxville, TN",1559,1556.0,-3.0,12.0,1608.0,1640.0,3.0,1659,1643.0,-16.0,0,Not Cancelled,0,60.0,47.0,32.0,152.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-07-08,2021,3,Jul,8,SkyWest Airlines Inc.,OO,20304,4730,OMA,"Omaha, NE",DEN,"Denver, CO",1900,1902.0,2.0,9.0,1911.0,1925.0,16.0,1954,1941.0,-13.0,0,Not Cancelled,0,114.0,99.0,74.0,472.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-06-13,2021,2,Jun,13,American Airlines Inc.,AA,19805,1352,EWR,"Newark, NJ",PHX,"Phoenix, AZ",730,724.0,-6.0,15.0,739.0,915.0,37.0,955,952.0,-3.0,0,Not Cancelled,0,325.0,328.0,276.0,2133.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-03-23,2020,1,Mar,23,Delta Air Lines Inc.,DL,19790,1854,ATL,"Atlanta, GA",ABQ,"Albuquerque, NM",1127,0.0,0.0,0.0,0.0,0.0,0.0,1251,0.0,0.0,1,Carrier,0,204.0,0.0,0.0,1269.0,0.0,0.0,0.0,0.0,0.0,Yes,No
2019-01-30,2019,1,Jan,30,Hawaiian Airlines Inc.,HA,19690,29,SEA,"Seattle, WA",OGG,"Kahului, HI",1000,956.0,-4.0,17.0,1013.0,1323.0,6.0,1420,1329.0,-51.0,0,Not Cancelled,0,380.0,333.0,310.0,2640.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-08-10,2019,3,Aug,10,ExpressJet Airlines LLC d/b/a aha!,EV,20366,4413,ORD,"Chicago, IL",FNT,"Flint, MI",1135,1216.0,41.0,22.0,1238.0,1414.0,7.0,1346,1421.0,35.0,0,Not Cancelled,0,71.0,65.0,36.0,223.0,35.0,0.0,0.0,0.0,0.0,No,No
2023-08-13,2023,3,Aug,13,American Airlines Inc.,AA,19805,1476,CMH,"Columbus, OH",CLT,"Charlotte, NC",1813,1804.0,-9.0,12.0,1816.0,1916.0,13.0,1940,1929.0,-11.0,0,Not Cancelled,0,87.0,85.0,60.0,347.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-09,2019,2,May,9,JetBlue Airways,B6,20409,1473,JFK,"New York, NY",CHS,"Charleston, SC",2059,2104.0,5.0,45.0,2149.0,2324.0,5.0,2322,2329.0,7.0,0,Not Cancelled,0,143.0,145.0,95.0,636.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-08-14,2019,3,Aug,14,American Airlines Inc.,AA,19805,2784,IAD,"Washington, DC",DFW,"Dallas/Fort Worth, TX",1915,1908.0,-7.0,15.0,1923.0,2113.0,12.0,2133,2125.0,-8.0,0,Not Cancelled,0,198.0,197.0,170.0,1172.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-06-10,2019,2,Jun,10,American Airlines Inc.,AA,19805,1445,DFW,"Dallas/Fort Worth, TX",VPS,"Valparaiso, FL",1849,2001.0,72.0,10.0,2011.0,2134.0,10.0,2043,2144.0,61.0,0,Not Cancelled,0,114.0,103.0,83.0,641.0,20.0,0.0,0.0,0.0,41.0,No,No
2023-08-09,2023,3,Aug,9,Republic Airline,YX,20452,3568,DTW,"Detroit, MI",EWR,"Newark, NJ",2003,1957.0,-6.0,17.0,2014.0,2122.0,23.0,2159,2145.0,-14.0,0,Not Cancelled,0,116.0,108.0,68.0,488.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-03-24,2020,1,Mar,24,Southwest Airlines Co.,WN,19393,1504,SAN,"San Diego, CA",OAK,"Oakland, CA",920,915.0,-5.0,9.0,924.0,1030.0,5.0,1050,1035.0,-15.0,0,Not Cancelled,0,90.0,80.0,66.0,446.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-03-22,2022,1,Mar,22,Endeavor Air Inc.,9E,20363,5162,DTW,"Detroit, MI",TVC,"Traverse City, MI",1229,1226.0,-3.0,14.0,1240.0,1322.0,6.0,1337,1328.0,-9.0,0,Not Cancelled,0,68.0,62.0,42.0,207.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-06-14,2022,2,Jun,14,Republic Airline,YX,20452,4523,MSP,"Minneapolis, MN",LGA,"New York, NY",1605,1600.0,-5.0,19.0,1619.0,1935.0,9.0,1959,1944.0,-15.0,0,Not Cancelled,0,174.0,164.0,136.0,1020.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-04-03,2022,2,Apr,3,Frontier Airlines Inc.,F9,20436,2714,BUR,"Burbank, CA",PHX,"Phoenix, AZ",1016,1017.0,1.0,17.0,1034.0,1129.0,5.0,1158,1134.0,-24.0,0,Not Cancelled,0,102.0,77.0,55.0,369.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-06-05,2023,2,Jun,5,Southwest Airlines Co.,WN,19393,2623,LAX,"Los Angeles, CA",OAK,"Oakland, CA",1130,1129.0,-1.0,13.0,1142.0,1234.0,5.0,1245,1239.0,-6.0,0,Not Cancelled,0,75.0,70.0,52.0,337.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-01-27,2023,1,Jan,27,United Air Lines Inc.,UA,19977,1131,DEN,"Denver, CO",SAT,"San Antonio, TX",942,940.0,-2.0,17.0,957.0,1236.0,2.0,1252,1238.0,-14.0,0,Not Cancelled,0,130.0,118.0,99.0,794.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-10-01,2021,4,Oct,1,Republic Airline,YX,20452,4801,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",1100,1056.0,-4.0,11.0,1107.0,1220.0,10.0,1251,1230.0,-21.0,0,Not Cancelled,0,111.0,94.0,73.0,431.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-10-07,2021,4,Oct,7,Southwest Airlines Co.,WN,19393,1863,LAS,"Las Vegas, NV",LGB,"Long Beach, CA",655,653.0,-2.0,12.0,705.0,747.0,6.0,805,753.0,-12.0,0,Not Cancelled,0,70.0,60.0,42.0,231.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-07-27,2020,3,Jul,27,PSA Airlines Inc.,OH,20397,5161,CLT,"Charlotte, NC",OAJ,"Jacksonville/Camp Lejeune, NC",1430,1427.0,-3.0,21.0,1448.0,1528.0,6.0,1531,1534.0,3.0,0,Not Cancelled,0,61.0,67.0,40.0,191.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-12,2019,3,Jul,12,United Air Lines Inc.,UA,19977,1191,STL,"St. Louis, MO",SFO,"San Francisco, CA",1745,1740.0,-5.0,10.0,1750.0,1933.0,3.0,2004,1936.0,-28.0,0,Not Cancelled,0,259.0,236.0,223.0,1735.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-07-03,2019,3,Jul,3,Alaska Airlines Inc.,AS,19930,1245,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1930,1939.0,9.0,31.0,2010.0,2217.0,9.0,2205,2226.0,21.0,0,Not Cancelled,0,275.0,287.0,247.0,1744.0,0.0,0.0,12.0,0.0,9.0,No,No
2020-06-15,2020,2,Jun,15,Southwest Airlines Co.,WN,19393,901,SEA,"Seattle, WA",PHX,"Phoenix, AZ",1345,1344.0,-1.0,15.0,1359.0,1626.0,6.0,1645,1632.0,-13.0,0,Not Cancelled,0,180.0,168.0,147.0,1107.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-11-06,2019,4,Nov,6,Envoy Air,MQ,20398,3714,CHA,"Chattanooga, TN",DFW,"Dallas/Fort Worth, TX",1646,1633.0,-13.0,27.0,1700.0,1806.0,5.0,1812,1811.0,-1.0,0,Not Cancelled,0,146.0,158.0,126.0,695.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-02-12,2022,1,Feb,12,SkyWest Airlines Inc.,OO,20304,3596,LAN,"Lansing, MI",DTW,"Detroit, MI",1025,1020.0,-5.0,35.0,1055.0,1120.0,5.0,1129,1125.0,-4.0,0,Not Cancelled,0,64.0,65.0,25.0,74.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-06,2019,1,Mar,6,Southwest Airlines Co.,WN,19393,550,ATL,"Atlanta, GA",DCA,"Washington, DC",2035,2033.0,-2.0,11.0,2044.0,2201.0,4.0,2215,2205.0,-10.0,0,Not Cancelled,0,100.0,92.0,77.0,547.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-12-23,2022,4,Dec,23,SkyWest Airlines Inc.,OO,20304,5244,IAH,"Houston, TX",PSP,"Palm Springs, CA",949,948.0,-1.0,22.0,1010.0,1117.0,10.0,1127,1127.0,0.0,0,Not Cancelled,0,218.0,219.0,187.0,1269.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-04-16,2019,2,Apr,16,American Airlines Inc.,AA,19805,1672,TPA,"Tampa, FL",PHX,"Phoenix, AZ",700,657.0,-3.0,12.0,709.0,825.0,30.0,855,855.0,0.0,0,Not Cancelled,0,295.0,298.0,256.0,1788.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-15,2019,1,Mar,15,Southwest Airlines Co.,WN,19393,1033,PDX,"Portland, OR",LAS,"Las Vegas, NV",1230,1226.0,-4.0,6.0,1232.0,1418.0,18.0,1435,1436.0,1.0,0,Not Cancelled,0,125.0,130.0,106.0,763.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-08-21,2023,3,Aug,21,Endeavor Air Inc.,9E,20363,5247,RDU,"Raleigh/Durham, NC",LGA,"New York, NY",841,835.0,-6.0,12.0,847.0,957.0,6.0,1023,1003.0,-20.0,0,Not Cancelled,0,102.0,88.0,70.0,431.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-01-06,2020,1,Jan,6,Frontier Airlines Inc.,F9,20436,2130,LAS,"Las Vegas, NV",DTW,"Detroit, MI",1846,1858.0,12.0,20.0,1918.0,135.0,10.0,156,145.0,-11.0,0,Not Cancelled,0,250.0,227.0,197.0,1749.0,0.0,0.0,0.0,0.0,0.0,No,No
2023-01-04,2023,1,Jan,4,Spirit Air Lines,NK,20416,303,ACY,"Atlantic City, NJ",MCO,"Orlando, FL",540,533.0,-7.0,9.0,542.0,749.0,11.0,814,800.0,-14.0,0,Not Cancelled,0,154.0,147.0,127.0,852.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-10-14,2019,4,Oct,14,United Air Lines Inc.,UA,19977,385,IAH,"Houston, TX",SFO,"San Francisco, CA",2140,2142.0,2.0,16.0,2158.0,2338.0,6.0,2344,2344.0,0.0,0,Not Cancelled,0,244.0,242.0,220.0,1635.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-04-13,2020,2,Apr,13,Southwest Airlines Co.,WN,19393,28,DAL,"Dallas, TX",DEN,"Denver, CO",1500,0.0,0.0,0.0,0.0,0.0,0.0,1600,0.0,0.0,1,Security,0,120.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,0.0,Yes,No
2021-07-03,2021,3,Jul,3,JetBlue Airways,B6,20409,1700,LAX,"Los Angeles, CA",FLL,"Fort Lauderdale, FL",1307,1306.0,-1.0,15.0,1321.0,2105.0,11.0,2123,2116.0,-7.0,0,Not Cancelled,0,316.0,310.0,284.0,2343.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-05-25,2021,2,May,25,SkyWest Airlines Inc.,OO,20304,5622,RDM,"Bend/Redmond, OR",DEN,"Denver, CO",530,528.0,-2.0,11.0,539.0,837.0,8.0,858,845.0,-13.0,0,Not Cancelled,0,148.0,137.0,118.0,898.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-07-11,2022,3,Jul,11,Delta Air Lines Inc.,DL,19790,1091,MSP,"Minneapolis, MN",PDX,"Portland, OR",1835,1832.0,-3.0,11.0,1843.0,1946.0,3.0,2012,1949.0,-23.0,0,Not Cancelled,0,217.0,197.0,183.0,1426.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-01-14,2020,1,Jan,14,American Airlines Inc.,AA,19805,2163,BOS,"Boston, MA",LGA,"New York, NY",1000,954.0,-6.0,10.0,1004.0,1055.0,7.0,1124,1102.0,-22.0,0,Not Cancelled,0,84.0,68.0,51.0,184.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-05-25,2019,2,May,25,Delta Air Lines Inc.,DL,19790,1543,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",1145,1140.0,-5.0,13.0,1153.0,1321.0,9.0,1337,1330.0,-7.0,0,Not Cancelled,0,232.0,230.0,208.0,1535.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-18,2019,1,Mar,18,SkyWest Airlines Inc.,OO,20304,3892,SLC,"Salt Lake City, UT",GEG,"Spokane, WA",845,837.0,-8.0,19.0,856.0,913.0,4.0,939,917.0,-22.0,0,Not Cancelled,0,114.0,100.0,77.0,546.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-07-27,2020,3,Jul,27,Southwest Airlines Co.,WN,19393,536,CMH,"Columbus, OH",DEN,"Denver, CO",1810,1952.0,102.0,7.0,1959.0,2039.0,7.0,1920,2046.0,86.0,0,Not Cancelled,0,190.0,174.0,160.0,1154.0,0.0,86.0,0.0,0.0,0.0,No,No
2019-04-21,2019,2,Apr,21,Delta Air Lines Inc.,DL,19790,2372,MSP,"Minneapolis, MN",MSY,"New Orleans, LA",1015,1009.0,-6.0,12.0,1021.0,1229.0,4.0,1258,1233.0,-25.0,0,Not Cancelled,0,163.0,144.0,128.0,1039.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-03-30,2021,1,Mar,30,Delta Air Lines Inc.,DL,19790,1298,MSP,"Minneapolis, MN",JFK,"New York, NY",1245,1240.0,-5.0,11.0,1251.0,1602.0,3.0,1622,1605.0,-17.0,0,Not Cancelled,0,157.0,145.0,131.0,1029.0,0.0,0.0,0.0,0.0,0.0,No,No
2021-05-03,2021,2,May,3,Republic Airline,YX,20452,5591,ATL,"Atlanta, GA",HHH,"Hilton Head, SC",1520,1758.0,158.0,18.0,1816.0,1857.0,21.0,1636,1918.0,162.0,0,Not Cancelled,0,76.0,80.0,41.0,238.0,0.0,0.0,4.0,0.0,158.0,No,No
2019-03-20,2019,1,Mar,20,SkyWest Airlines Inc.,OO,20304,7370,BJI,"Bemidji, MN",MSP,"Minneapolis, MN",510,502.0,-8.0,12.0,514.0,552.0,7.0,619,559.0,-20.0,0,Not Cancelled,0,69.0,57.0,38.0,199.0,0.0,0.0,0.0,0.0,0.0,No,No
2022-11-22,2022,4,Nov,22,Hawaiian Airlines Inc.,HA,19690,9,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",1710,1716.0,6.0,17.0,1733.0,2033.0,7.0,2110,2040.0,-30.0,0,Not Cancelled,0,360.0,324.0,300.0,2556.0,0.0,0.0,0.0,0.0,0.0,No,No
2019-03-20,2019,1,Mar,20,Southwest Airlines Co.,WN,19393,1082,SAN,"San Diego, CA",SJC,"San Jose, CA",1430,1445.0,15.0,23.0,1508.0,1606.0,2.0,1555,1608.0,13.0,0,Not Cancelled,0,85.0,83.0,58.0,417.0,0.0,0.0,0.0,0.0,0.0,No,No
2020-02-01,2020,1,Feb,1,JetBlue Airways,B6,20409,2779,BOS,"Boston, MA",EWR,"Newark, NJ",2001,1952.0,-9.0,12.0,2004.0,2050.0,8.0,2134,2058.0,-36.0,0,Not Cancelled,0,93.0,66.0,46.0,200.0,0.0,0.0,0.0,0.0,0.0,No,No
